element,TAG_before,ID_before,TYPE_before,CLASS_before,NAME_before,ARIA_AUTOCOMPLETE_before,TITLE_before,HREF_before,TEXT_before,VALUE_before,ARIA_LABEL_before,TAG_after,ID_after,TYPE_after,CLASS_after,NAME_after,ARIA_AUTOCOMPLETE_after,TITLE_after,HREF_after,TEXT_after,VALUE_after,ARIA_LABEL_after
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,8,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,9,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,8,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,9,,-1
12,4,0,1,-1,-1,,-1,-1,-1,,-1,4,0,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,8,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,9,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,-1,-1,-1,,-1,-1,8,,-1
11,4,-1,-1,-1,-1,,-1,-1,2,,-1,4,-1,1,-1,-1,,-1,-1,9,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,8,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,9,,-1
13,5,-1,-1,-1,-1,,-1,-1,1,,-1,5,-1,-1,-1,-1,,-1,-1,1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,8,,-1
11,4,-1,-1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,9,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,-1,-1,-1,,-1,0,-1,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,0,-1,-1,,-1,1,-1,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,0,-1,-1,,-1,2,-1,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,0,-1,-1,,-1,3,-1,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,-1,-1,-1,,-1,3,-1,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,-1,-1,-1,,-1,4,-1,,-1
2,2,-1,-1,-1,-1,,-1,5,-1,,-1,2,-1,-1,-1,-1,,-1,5,-1,,-1
14,6,1,-1,-1,-1,,-1,-1,3,,-1,6,1,-1,-1,-1,,-1,-1,10,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,4,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,5,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,6,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,7,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,8,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,9,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,10,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,2,-1,-1,,-1,-1,11,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,11,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,12,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,13,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,14,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,15,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,16,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,17,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,2,-1,-1,,-1,-1,18,,-1
15,6,-1,-1,-1,-1,,-1,-1,-1,,-1,6,-1,-1,-1,-1,,-1,-1,-1,,-1
16,6,2,2,-1,-1,,-1,-1,12,,-1,6,2,2,-1,-1,,-1,-1,19,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,2,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,-1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,-1,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,3,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,4,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,5,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,6,,-1
11,4,-1,1,-1,-1,,-1,-1,-1,,-1,4,-1,1,-1,-1,,-1,-1,7,,-1
